day,month,year,date,time,currency,impact,event,actual,forecast,previous
,,2024,TueAug 6,,USD,,Trade Balance,-73.1B,-72.5B,-75.0B
,,2024,TueAug 6,3:05pm,USD,,RCM/TIPP Economic Optimism,44.5,45.0,44.2
,,2024,TueAug 6,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedAug 7,6:00am,JPY,,Leading Indicators,108.6%,109.0%,111.2%
,,2024,WedAug 7,3:30pm,USD,,Crude Oil Inventories,-3.7M,-1.6M,-3.4M
,,2024,WedAug 7,6:01pm,USD,,10-y Bond Auction,3.96|2.3,,4.28|2.6
,,2024,WedAug 7,8:00pm,USD,,Consumer Credit m/m,8.9B,9.8B,13.9B
,,2024,ThuAug 8,12:50am,JPY,,Bank Lending y/y,3.2%,3.2%,3.2%
,,2024,ThuAug 8,,JPY,,BOJ Summary of Opinions,,,
,,2024,ThuAug 8,,JPY,,Current Account,1.78T,2.34T,2.41T
,,2024,ThuAug 8,4:35am,JPY,,30-y Bond Auction,2.23|3.5,,2.19|3.0
,,2024,ThuAug 8,6:00am,JPY,,Economy Watchers Sentiment,47.5,47.4,47.0
,,2024,ThuAug 8,1:30pm,USD,,Unemployment Claims,233K,241K,250K
,,2024,ThuAug 8,3:00pm,USD,,Final Wholesale Inventories m/m,0.2%,0.2%,0.2%
,,2024,ThuAug 8,3:30pm,USD,,Natural Gas Storage,21B,22B,18B
,,2024,ThuAug 8,6:01pm,USD,,30-y Bond Auction,4.31|2.3,,4.41|2.3
,,2024,ThuAug 8,8:00pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,FriAug 9,12:50am,JPY,,M2 Money Stock y/y,1.4%,1.6%,1.5%
,,2024,MonAug 12,All Day,JPY,,Bank Holiday,,,
,,2024,MonAug 12,2:56pm,USD,,Cleveland Fed Inflation Expectations,3.4%,,3.8%
,,2024,MonAug 12,7:00pm,USD,,Federal Budget Balance,-243.7B,-238.1B,-66.0B
,,2024,TueAug 13,12:50am,JPY,,PPI y/y,3.0%,3.0%,2.9%
,,2024,TueAug 13,6:58am,JPY,,Prelim Machine Tool Orders y/y,8.4%,,9.7%
,,2024,TueAug 13,10:55am,USD,,NFIB Small Business Index,93.7,91.5,91.5
,,2024,TueAug 13,1:30pm,USD,,Core PPI m/m,0.0%,0.2%,0.3%
,,2024,TueAug 13,,USD,,PPI m/m,0.1%,0.2%,0.2%
,,2024,TueAug 13,6:15pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,TueAug 13,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedAug 14,1:30pm,USD,,Core CPI m/m,0.2%,0.2%,0.1%
,,2024,WedAug 14,,USD,,Core CPI y/y,3.2%,3.2%,3.3%
,,2024,WedAug 14,,USD,,CPI m/m,0.2%,0.2%,-0.1%
,,2024,WedAug 14,,USD,,CPI y/y,2.9%,3.0%,3.0%
,,2024,WedAug 14,3:30pm,USD,,Crude Oil Inventories,1.4M,-1.9M,-3.7M
,,2024,ThuAug 15,12:50am,JPY,,Prelim GDP Price Index y/y,3.0%,2.6%,3.4%
,,2024,ThuAug 15,,JPY,,Prelim GDP q/q,0.8%,0.6%,-0.5%
,,2024,ThuAug 15,5:30am,JPY,,Revised Industrial Production m/m,-4.2%,-3.6%,-3.6%
,,2024,ThuAug 15,,USD,,Core Retail Sales m/m,0.4%,0.1%,0.5%
,,2024,ThuAug 15,,USD,,Retail Sales m/m,1.0%,0.4%,-0.2%
,,2024,ThuAug 15,,USD,,Unemployment Claims,227K,236K,234K
,,2024,ThuAug 15,,USD,,Empire State Manufacturing Index,-4.7,-5.9,-6.6
,,2024,ThuAug 15,,USD,,Philly Fed Manufacturing Index,-7.0,5.4,13.9
,,2024,ThuAug 15,,USD,,Import Prices m/m,0.1%,-0.1%,0.0%
,,2024,ThuAug 15,2:10pm,USD,,FOMC Member Musalem Speaks,,,
,,2024,ThuAug 15,2:15pm,USD,,Capacity Utilization Rate,77.8%,78.5%,78.4%
,,2024,ThuAug 15,,USD,,Industrial Production m/m,-0.6%,-0.3%,0.3%
,,2024,ThuAug 15,3:00pm,USD,,Business Inventories m/m,0.3%,0.3%,0.5%
,,2024,ThuAug 15,,USD,,NAHB Housing Market Index,39,43,41
,,2024,ThuAug 15,3:23pm,USD,,Mortgage Delinquencies,3.97%,,3.94%
,,2024,ThuAug 15,,USD,,Natural Gas Storage,-6B,3B,21B
,,2024,ThuAug 15,6:10pm,USD,,FOMC Member Harker Speaks,,,
,,2024,ThuAug 15,9:00pm,USD,,TIC Long-Term Purchases,96.1B,56.3B,-54.1B
,,2024,FriAug 16,5:30am,JPY,,Tertiary Industry Activity m/m,-1.3%,0.3%,0.6%
,,2024,FriAug 16,,USD,,Building Permits,1.40M,1.43M,1.45M
,,2024,FriAug 16,,USD,,Housing Starts,1.24M,1.34M,1.33M
,,2024,FriAug 16,3:00pm,USD,,Prelim UoM Consumer Sentiment,67.8,66.7,66.4
,,2024,FriAug 16,,USD,,Prelim UoM Inflation Expectations,2.9%,,2.9%
,,2024,FriAug 16,6:25pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,MonAug 19,12:50am,JPY,,Core Machinery Orders m/m,2.1%,0.9%,-3.2%
,,2024,MonAug 19,2:15pm,USD,,FOMC Member Waller Speaks,,,
,,2024,MonAug 19,3:00pm,USD,,CB Leading Index m/m,-0.6%,-0.4%,-0.2%
,,2024,TueAug 20,6:35pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,TueAug 20,7:45pm,USD,,FOMC Member Barr Speaks,,,
,,2024,TueAug 20,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedAug 21,12:50am,JPY,,Trade Balance,-0.76T,-0.72T,-0.82T
,,2024,WedAug 21,3:00pm,USD,,Prelim Benchmark Payrolls Revision,-818K,,-306K
,,2024,WedAug 21,3:30pm,USD,,Crude Oil Inventories,-4.6M,-2.0M,1.4M
,,2024,WedAug 21,7:00pm,USD,,FOMC Meeting Minutes,,,
,,2024,ThuAug 22,1:30am,JPY,,Flash Manufacturing PMI,49.5,49.8,49.1
,,2024,ThuAug 22,1:30pm,USD,,Unemployment Claims,232K,232K,228K
,,2024,ThuAug 22,,USD,,FOMC Member Collins Speaks,,,
,,2024,ThuAug 22,2:45pm,USD,,Flash Manufacturing PMI,48.0,49.5,49.6
,,2024,ThuAug 22,,USD,,Flash Services PMI,55.2,54.0,55.0
,,2024,ThuAug 22,,USD,,Existing Home Sales,3.95M,3.94M,3.90M
,,2024,ThuAug 22,,USD,,FOMC Member Harker Speaks,,,
,,2024,ThuAug 22,3:30pm,USD,,Natural Gas Storage,35B,26B,-6B
,,2024,FriAug 23,12:30am,JPY,,National Core CPI y/y,2.7%,2.7%,2.6%
,,2024,FriAug 23,1:33am,JPY,,BOJ Gov Ueda Speaks,,,
,,2024,FriAug 23,5:00am,JPY,,BOJ Gov Ueda Speaks,,,
,,2024,FriAug 23,1:00pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,FriAug 23,2:00pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,FriAug 23,3:00pm,USD,,FOMC Member Powell Speaks,,,
,,2024,FriAug 23,,USD,,New Home Sales,739K,624K,668K
,,2024,FriAug 23,,USD,,FOMC Member Harker Speaks,,,
,,2024,FriAug 23,5:30pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,FriAug 23,6:45pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,FriAug 23,7:15pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,MonAug 26,1:30pm,USD,,Core Durable Goods Orders m/m,-0.2%,0.0%,0.4%
,,2024,MonAug 26,,USD,,Durable Goods Orders m/m,9.9%,4.0%,-6.7%
,,2024,TueAug 27,12:50am,JPY,,SPPI y/y,2.8%,2.9%,3.1%
,,2024,TueAug 27,6:00am,JPY,,BOJ Core CPI y/y,1.8%,2.1%,2.1%
,,2024,TueAug 27,2:00pm,USD,,S&P/CS Composite-20 HPI y/y,6.5%,6.2%,6.9%
,,2024,TueAug 27,,USD,,HPI m/m,-0.1%,0.1%,0.0%
,,2024,TueAug 27,2:59pm,USD,,Richmond Manufacturing Index,-19,-14,-17
,,2024,TueAug 27,,USD,,CB Consumer Confidence,103.3,100.9,101.9
,,2024,TueAug 27,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedAug 28,6:15am,USD,,FOMC Member Waller Speaks,,,
,,2024,WedAug 28,3:30pm,USD,,Crude Oil Inventories,-0.8M,-2.7M,-4.6M
,,2024,WedAug 28,11:00pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,ThuAug 29,6:00am,JPY,,Consumer Confidence,36.7,36.9,36.7
,,2024,ThuAug 29,,USD,,Prelim GDP q/q,3.0%,2.8%,2.8%
,,2024,ThuAug 29,,USD,,Unemployment Claims,231K,232K,233K
,,2024,ThuAug 29,,USD,,Prelim GDP Price Index q/q,2.5%,2.3%,2.3%
,,2024,ThuAug 29,,USD,,Goods Trade Balance,-102.7B,-97.7B,-96.6B
,,2024,ThuAug 29,,USD,,Prelim Wholesale Inventories m/m,0.3%,0.3%,0.2%
,,2024,ThuAug 29,3:00pm,USD,,Pending Home Sales m/m,-5.5%,0.2%,4.8%
,,2024,ThuAug 29,3:30pm,USD,,Natural Gas Storage,35B,33B,35B
,,2024,ThuAug 29,8:30pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,FriAug 30,12:30am,JPY,,Tokyo Core CPI y/y,2.4%,2.2%,2.2%
,,2024,FriAug 30,,JPY,,Unemployment Rate,2.7%,2.5%,2.5%
,,2024,FriAug 30,12:50am,JPY,,Prelim Industrial Production m/m,2.8%,3.6%,-4.2%
,,2024,FriAug 30,,JPY,,Retail Sales y/y,2.6%,2.8%,3.8%
,,2024,FriAug 30,6:00am,JPY,,Housing Starts y/y,-0.2%,-1.1%,-6.7%
,,2024,FriAug 30,,USD,,Core PCE Price Index m/m,0.2%,0.2%,0.2%
,,2024,FriAug 30,,USD,,Personal Income m/m,0.3%,0.2%,0.2%
,,2024,FriAug 30,,USD,,Personal Spending m/m,0.5%,0.5%,0.3%
,,2024,FriAug 30,2:45pm,USD,,Chicago PMI,46.1,45.0,45.3
,,2024,FriAug 30,3:00pm,USD,,Revised UoM Consumer Sentiment,67.9,68.0,67.8
,,2024,FriAug 30,,USD,,Revised UoM Inflation Expectations,2.8%,,2.9%
,,2024,MonSep 2,12:50am,JPY,,Capital Spending q/y,7.4%,9.6%,6.8%
,,2024,MonSep 2,1:30am,JPY,,Final Manufacturing PMI,49.8,49.5,49.5
,,2024,MonSep 2,All Day,USD,,Bank Holiday,,,
,,2024,TueSep 3,12:50am,JPY,,Monetary Base y/y,0.6%,0.6%,1.0%
,,2024,TueSep 3,4:35am,JPY,,10-y Bond Auction,0.92|3.2,,0.93|3.0
,,2024,TueSep 3,2:45pm,USD,,Final Manufacturing PMI,47.9,48.1,48.0
,,2024,TueSep 3,3:00pm,USD,,ISM Manufacturing PMI,47.2,47.5,46.8
,,2024,TueSep 3,,USD,,ISM Manufacturing Prices,54.0,52.1,52.9
,,2024,TueSep 3,,USD,,Construction Spending m/m,-0.3%,0.1%,0.0%
,,2024,TueSep 3,3:07pm,USD,,RCM/TIPP Economic Optimism,46.1,46.2,44.5
,,2024,WedSep 4,,USD,,Trade Balance,-78.8B,-78.8B,-73.0B
,,2024,WedSep 4,3:00pm,USD,,JOLTS Job Openings,7.67M,8.09M,7.91M
,,2024,WedSep 4,,USD,,Factory Orders m/m,5.0%,4.7%,-3.3%
,,2024,WedSep 4,All Day,USD,,Omdia Total Vehicle Sales,15.1M,15.4M,15.8M
,,2024,WedSep 4,7:00pm,USD,,Beige Book,,,
,,2024,WedSep 4,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,ThuSep 5,12:30am,JPY,,Average Cash Earnings y/y,3.6%,3.0%,4.5%
,,2024,ThuSep 5,4:35am,JPY,,30-y Bond Auction,2.04|3.4,,2.23|3.5
,,2024,ThuSep 5,12:30pm,USD,,Challenger Job Cuts y/y,1.0%,,9.2%
,,2024,ThuSep 5,1:15pm,USD,,ADP Non-Farm Employment Change,99K,144K,111K
,,2024,ThuSep 5,,USD,,Unemployment Claims,227K,231K,232K
,,2024,ThuSep 5,,USD,,Revised Nonfarm Productivity q/q,2.5%,2.4%,2.3%
,,2024,ThuSep 5,,USD,,Revised Unit Labor Costs q/q,0.4%,0.8%,0.9%
,,2024,ThuSep 5,2:45pm,USD,,Final Services PMI,55.7,55.0,55.2
,,2024,ThuSep 5,3:00pm,USD,,ISM Services PMI,51.5,51.3,51.4
,,2024,ThuSep 5,3:30pm,USD,,Natural Gas Storage,13B,26B,35B
,,2024,ThuSep 5,4:00pm,USD,,Crude Oil Inventories,-6.9M,-0.6M,-0.8M
,,2024,FriSep 6,12:30am,JPY,,Household Spending y/y,0.1%,1.2%,-1.4%
,,2024,FriSep 6,6:00am,JPY,,Leading Indicators,109.5%,109.4%,109.0%
,,2024,FriSep 6,,USD,,Average Hourly Earnings m/m,0.4%,0.3%,0.2%
,,2024,FriSep 6,,USD,,Non-Farm Employment Change,142K,164K,89K
,,2024,FriSep 6,,USD,,Unemployment Rate,4.2%,4.2%,4.3%
,,2024,FriSep 6,1:45pm,USD,,FOMC Member Williams Speaks,,,
,,2024,FriSep 6,4:00pm,USD,,FOMC Member Waller Speaks,,,
,,2024,MonSep 9,12:50am,JPY,,Bank Lending y/y,3.0%,3.2%,3.2%
,,2024,MonSep 9,,JPY,,Current Account,2.80T,2.08T,1.78T
,,2024,MonSep 9,,JPY,,Final GDP Price Index y/y,3.2%,3.0%,3.0%
,,2024,MonSep 9,,JPY,,Final GDP q/q,0.7%,0.8%,0.8%
,,2024,MonSep 9,6:00am,JPY,,Economy Watchers Sentiment,49.0,47.6,47.5
,,2024,MonSep 9,3:00pm,USD,,Final Wholesale Inventories m/m,0.2%,0.3%,0.3%
,,2024,MonSep 9,8:00pm,USD,,Consumer Credit m/m,25.5B,12.3B,5.2B
,,2024,TueSep 10,12:50am,JPY,,M2 Money Stock y/y,1.3%,1.5%,1.5%
,,2024,TueSep 10,6:58am,JPY,,Prelim Machine Tool Orders y/y,-3.5%,,8.4%
,,2024,TueSep 10,10:59am,USD,,NFIB Small Business Index,91.2,93.6,93.7
,,2024,TueSep 10,3:00pm,USD,,FOMC Member Barr Speaks,,,
,,2024,TueSep 10,5:15pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,TueSep 10,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedSep 11,1:30pm,USD,,Core CPI m/m,0.3%,0.2%,0.2%
,,2024,WedSep 11,,USD,,Core CPI y/y,3.2%,3.2%,3.2%
,,2024,WedSep 11,,USD,,CPI m/m,0.2%,0.2%,0.2%
,,2024,WedSep 11,,USD,,CPI y/y,2.5%,2.5%,2.9%
,,2024,WedSep 11,3:30pm,USD,,Crude Oil Inventories,0.8M,0.9M,-6.9M
,,2024,WedSep 11,6:01pm,USD,,10-y Bond Auction,3.65|2.6,,3.96|2.3
,,2024,ThuSep 12,12:50am,JPY,,BSI Manufacturing Index,4.5,-2.5,-1.0
,,2024,ThuSep 12,,JPY,,PPI y/y,2.5%,2.8%,3.0%
,,2024,ThuSep 12,1:00pm,USD,,Federal Budget Balance,-380.1B,-285.7B,-243.7B
,,2024,ThuSep 12,,USD,,Core PPI m/m,0.3%,0.2%,-0.2%
,,2024,ThuSep 12,,USD,,PPI m/m,0.2%,0.1%,0.0%
,,2024,ThuSep 12,,USD,,Unemployment Claims,230K,227K,228K
,,2024,ThuSep 12,3:30pm,USD,,Natural Gas Storage,40B,49B,13B
,,2024,ThuSep 12,6:01pm,USD,,30-y Bond Auction,4.02|2.4,,4.31|2.3
,,2024,FriSep 13,5:30am,JPY,,Revised Industrial Production m/m,3.1%,2.8%,2.8%
,,2024,FriSep 13,,USD,,Import Prices m/m,-0.3%,-0.2%,0.1%
,,2024,FriSep 13,3:00pm,USD,,Prelim UoM Consumer Sentiment,69.0,68.3,67.9
,,2024,FriSep 13,,USD,,Prelim UoM Inflation Expectations,2.7%,,2.8%
,,2024,MonSep 16,All Day,JPY,,Bank Holiday,,,
,,2024,MonSep 16,,USD,,Empire State Manufacturing Index,11.5,-4.1,-4.7
,,2024,TueSep 17,5:30am,JPY,,Tertiary Industry Activity m/m,1.4%,0.8%,-1.2%
,,2024,TueSep 17,,USD,,Core Retail Sales m/m,0.1%,0.2%,0.4%
,,2024,TueSep 17,,USD,,Retail Sales m/m,0.1%,-0.2%,1.1%
,,2024,TueSep 17,2:15pm,USD,,Capacity Utilization Rate,78.0%,77.9%,77.4%
,,2024,TueSep 17,,USD,,Industrial Production m/m,0.8%,0.2%,-0.9%
,,2024,TueSep 17,3:00pm,USD,,Business Inventories m/m,0.4%,0.3%,0.3%
,,2024,TueSep 17,,USD,,FOMC Member Logan Speaks,,,
,,2024,TueSep 17,,USD,,NAHB Housing Market Index,41,41,39
,,2024,TueSep 17,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedSep 18,12:50am,JPY,,Core Machinery Orders m/m,-0.1%,0.4%,2.1%
,,2024,WedSep 18,,JPY,,Trade Balance,-0.60T,-0.96T,-0.68T
,,2024,WedSep 18,,USD,,Building Permits,1.48M,1.41M,1.41M
,,2024,WedSep 18,,USD,,Housing Starts,1.36M,1.31M,1.24M
,,2024,WedSep 18,3:30pm,USD,,Crude Oil Inventories,-1.6M,-0.2M,0.8M
,,2024,WedSep 18,7:00pm,USD,,Federal Funds Rate,5.00%,5.25%,5.50%
,,2024,WedSep 18,,USD,,FOMC Economic Projections,,,
,,2024,WedSep 18,,USD,,FOMC Statement,,,
,,2024,WedSep 18,7:30pm,USD,,FOMC Press Conference,,,
,,2024,WedSep 18,9:00pm,USD,,TIC Long-Term Purchases,135.4B,54.9B,80.5B
,,2024,ThuSep 19,1:30pm,USD,,Unemployment Claims,219K,230K,231K
,,2024,ThuSep 19,,USD,,Philly Fed Manufacturing Index,1.7,-0.8,-7.0
,,2024,ThuSep 19,,USD,,Current Account,-267B,-259B,-241B
,,2024,ThuSep 19,3:00pm,USD,,Existing Home Sales,3.86M,3.92M,3.96M
,,2024,ThuSep 19,,USD,,CB Leading Index m/m,-0.2%,-0.3%,-0.6%
,,2024,ThuSep 19,3:30pm,USD,,Natural Gas Storage,58B,53B,40B
,,2024,FriSep 20,12:30am,JPY,,National Core CPI y/y,2.8%,2.8%,2.7%
,,2024,FriSep 20,3:52am,JPY,,BOJ Policy Rate,<0.25%,<0.25%,<0.25%
,,2024,FriSep 20,,JPY,,Monetary Policy Statement,,,
,,2024,FriSep 20,7:30am,JPY,,BOJ Press Conference,,,
,,2024,FriSep 20,4:30pm,USD,,FOMC Member Waller Speaks,,,
,,2024,FriSep 20,7:00pm,USD,,FOMC Member Harker Speaks,,,
,,2024,MonSep 23,All Day,JPY,,Bank Holiday,,,
,,2024,MonSep 23,1:00pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,MonSep 23,1:10pm,USD,,FOMC Member Kashkari Speaks,,,
,,2024,MonSep 23,2:45pm,USD,,Flash Manufacturing PMI,47.0,48.6,47.9
,,2024,MonSep 23,,USD,,Flash Services PMI,55.4,55.3,55.7
,,2024,MonSep 23,3:15pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,MonSep 23,6:00pm,USD,,FOMC Member Kashkari Speaks,,,
,,2024,TueSep 24,1:30am,JPY,,Flash Manufacturing PMI,49.6,49.9,49.8
,,2024,TueSep 24,6:05am,JPY,,BOJ Gov Ueda Speaks,,,
,,2024,TueSep 24,2:00pm,USD,,S&P/CS Composite-20 HPI y/y,5.9%,5.9%,6.5%
,,2024,TueSep 24,,USD,,FOMC Member Bowman Speaks,,,
,,2024,TueSep 24,,USD,,HPI m/m,0.1%,0.2%,0.0%
,,2024,TueSep 24,2:59pm,USD,,Richmond Manufacturing Index,-21,-13,-19
,,2024,TueSep 24,3:00pm,USD,,CB Consumer Confidence,98.7,103.9,105.6
,,2024,TueSep 24,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,WedSep 25,12:50am,JPY,,SPPI y/y,2.7%,2.6%,2.7%
,,2024,WedSep 25,5:59am,JPY,,BOJ Core CPI y/y,1.8%,1.8%,1.8%
,,2024,WedSep 25,3:00pm,USD,,New Home Sales,716K,699K,751K
,,2024,WedSep 25,3:30pm,USD,,Crude Oil Inventories,-4.5M,-1.3M,-1.6M
,,2024,WedSep 25,9:00pm,USD,,FOMC Member Kugler Speaks,,,
,,2024,ThuSep 26,12:50am,JPY,,Monetary Policy Meeting Minutes,,,
,,2024,ThuSep 26,1:30pm,USD,,Final GDP q/q,3.0%,3.0%,3.0%
,,2024,ThuSep 26,,USD,,Unemployment Claims,218K,224K,222K
,,2024,ThuSep 26,,USD,,Core Durable Goods Orders m/m,0.5%,0.1%,-0.2%
,,2024,ThuSep 26,,USD,,Durable Goods Orders m/m,0.0%,-2.8%,9.8%
,,2024,ThuSep 26,,USD,,Final GDP Price Index q/q,2.5%,2.5%,2.5%
,,2024,ThuSep 26,2:10pm,USD,,FOMC Member Collins Speaks,,,
,,2024,ThuSep 26,,USD,,FOMC Member Kugler Speaks,,,
,,2024,ThuSep 26,2:15pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,ThuSep 26,2:20pm,USD,,FOMC Member Powell Speaks,,,
,,2024,ThuSep 26,2:25pm,USD,,FOMC Member Williams Speaks,,,
,,2024,ThuSep 26,3:00pm,USD,,Pending Home Sales m/m,0.6%,0.9%,-5.5%
,,2024,ThuSep 26,3:30pm,USD,,FOMC Member Barr Speaks,,,
,,2024,ThuSep 26,,USD,,FOMC Member Cook Speaks,,,
,,2024,ThuSep 26,,USD,,Natural Gas Storage,47B,52B,58B
,,2024,ThuSep 26,4:15pm,USD,,Treasury Sec Yellen Speaks,,,
,,2024,ThuSep 26,6:00pm,USD,,FOMC Member Barr Speaks,,,
,,2024,ThuSep 26,,USD,,FOMC Member Kashkari Speaks,,,
,,2024,ThuSep 26,11:00pm,USD,,FOMC Member Cook Speaks,,,
,,2024,FriSep 27,12:30am,JPY,,Tokyo Core CPI y/y,2.0%,2.0%,2.4%
,,2024,FriSep 27,,USD,,Core PCE Price Index m/m,0.1%,0.2%,0.2%
,,2024,FriSep 27,,USD,,Goods Trade Balance,-94.3B,-100.6B,-102.8B
,,2024,FriSep 27,,USD,,Personal Income m/m,0.2%,0.4%,0.3%
,,2024,FriSep 27,,USD,,Personal Spending m/m,0.2%,0.3%,0.5%
,,2024,FriSep 27,,USD,,Prelim Wholesale Inventories m/m,0.2%,0.2%,0.2%
,,2024,FriSep 27,3:00pm,USD,,Revised UoM Consumer Sentiment,70.1,69.3,69.0
,,2024,FriSep 27,,USD,,Revised UoM Inflation Expectations,2.7%,,2.7%
,,2024,FriSep 27,6:15pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,MonSep 30,12:50am,JPY,,Prelim Industrial Production m/m,-3.3%,-0.5%,3.1%
,,2024,MonSep 30,,JPY,,Retail Sales y/y,2.8%,2.6%,2.7%
,,2024,MonSep 30,6:00am,JPY,,Housing Starts y/y,-5.1%,-3.3%,-0.2%
,,2024,MonSep 30,1:50pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,MonSep 30,2:45pm,USD,,Chicago PMI,46.6,46.1,46.1
,,2024,MonSep 30,6:55pm,USD,,FOMC Member Powell Speaks,,,
,,2024,TueOct 1,12:30am,JPY,,Unemployment Rate,2.5%,2.6%,2.7%
,,2024,TueOct 1,12:50am,JPY,,BOJ Summary of Opinions,,,
,,2024,TueOct 1,,JPY,,Tankan Manufacturing Index,13,12,13
,,2024,TueOct 1,,JPY,,Tankan Non-Manufacturing Index,34,32,33
,,2024,TueOct 1,1:30am,JPY,,Final Manufacturing PMI,49.7,49.6,49.6
,,2024,TueOct 1,2:45pm,USD,,Final Manufacturing PMI,47.3,47.0,47.0
,,2024,TueOct 1,,USD,,ISM Manufacturing PMI,47.2,47.6,47.2
,,2024,TueOct 1,,USD,,JOLTS Job Openings,8.04M,7.64M,7.71M
,,2024,TueOct 1,,USD,,ISM Manufacturing Prices,48.3,53.5,54.0
,,2024,TueOct 1,,USD,,Construction Spending m/m,-0.1%,0.2%,-0.5%
,,2024,TueOct 1,All Day,USD,,Omdia Total Vehicle Sales,15.8M,15.6M,15.1M
,,2024,TueOct 1,4:00pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,TueOct 1,4:10pm,USD,,FOMC Member Cook Speaks,,,
,,2024,TueOct 1,9:30pm,USD,,API Weekly Statistical Bulletin,,,
,,2024,TueOct 1,11:15pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,TueOct 1,,USD,,FOMC Member Bostic Speaks,,,
,,2024,TueOct 1,,USD,,FOMC Member Collins Speaks,,,
,,2024,WedOct 2,12:50am,JPY,,Monetary Base y/y,-0.1%,0.8%,0.6%
,,2024,WedOct 2,6:00am,JPY,,Consumer Confidence,36.9,37.1,36.7
,,2024,WedOct 2,1:15pm,USD,,ADP Non-Farm Employment Change,143K,124K,103K
,,2024,WedOct 2,,USD,,FOMC Member Hammack Speaks,,,
,,2024,WedOct 2,3:05pm,USD,,FOMC Member Musalem Speaks,,,
,,2024,WedOct 2,3:30pm,USD,,Crude Oil Inventories,3.9M,-1.5M,-4.5M
,,2024,WedOct 2,4:00pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,WedOct 2,5:15pm,USD,,FOMC Member Barkin Speaks,,,
,,2024,ThuOct 3,4:35am,JPY,,10-y Bond Auction,0.87|3.5,,0.92|3.2
,,2024,ThuOct 3,12:30pm,USD,,Challenger Job Cuts y/y,53.4%,,1.0%
,,2024,ThuOct 3,1:30pm,USD,,Unemployment Claims,225K,222K,219K
,,2024,ThuOct 3,2:45pm,USD,,Final Services PMI,55.2,55.4,55.4
,,2024,ThuOct 3,3:00pm,USD,,ISM Services PMI,54.9,51.7,51.5
,,2024,ThuOct 3,,USD,,Factory Orders m/m,-0.2%,0.1%,4.9%
,,2024,ThuOct 3,,USD,,FOMC Member Schmid Speaks,,,
,,2024,ThuOct 3,3:30pm,USD,,Natural Gas Storage,55B,59B,47B
,,2024,ThuOct 3,3:40pm,USD,,FOMC Member Bostic Speaks,,,
,,2024,FriOct 4,1:30pm,USD,,Average Hourly Earnings m/m,0.4%,0.3%,0.5%
,,2024,FriOct 4,,USD,,Non-Farm Employment Change,254K,147K,159K
,,2024,FriOct 4,,USD,,Unemployment Rate,4.1%,4.2%,4.2%
,,2024,FriOct 4,2:00pm,USD,,FOMC Member Williams Speaks,,,
,,2024,FriOct 4,,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,FriOct 4,3:30pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,FriOct 4,9:00pm,USD,,FOMC Member Goolsbee Speaks,,,
,,2024,MonOct 7,6:00am,JPY,,Leading Indicators,106.7%,107.2%,109.3%
,,2024,MonOct 7,6:00pm,USD,,FOMC Member Bowman Speaks,,,
,,2024,MonOct 7,6:50pm,USD,,FOMC Member Kashkari Speaks,,,
,,2024,MonOct 7,8:00pm,USD,,Consumer Credit m/m,8.9B,11.8B,26.6B
,,2024,MonOct 7,11:30pm,USD,,FOMC Member Musalem Speaks,,,
,,2024,TueOct 8,,JPY,,Average Cash Earnings y/y,3.0%,3.0%,3.4%
,,2024,TueOct 8,,JPY,,Household Spending y/y,-1.9%,-2.5%,0.1%
,,2024,TueOct 8,12:50am,JPY,,Current Account,3.02T,2.43T,2.80T
,,2024,TueOct 8,4:35am,JPY,,30-y Bond Auction,2.15|3.3,,2.04|3.4
,,2024,TueOct 8,6:00am,JPY,,Economy Watchers Sentiment,47.8,49.3,49.0
