DateTime,currency,event,actual,previous,Close_5min_before,Close_at_release,Close_5min_after,Close_24h_after,Close_48h_after
2024-04-30 13:45:00,USD,Chicago PMI,37.9,41.4,157.633,157.632,157.592,157.564,153.28
2024-04-30 14:00:00,USD,CB Consumer Confidence,97.0,103.1,157.606,157.557,157.57,157.439,153.333
2024-05-01 00:30:00,JPY,Final Manufacturing PMI,49.6,49.9,157.872,157.873,157.842,155.893,153.03
2024-05-01 12:15:00,USD,ADP Non-Farm Employment Change,192K,208K,157.618,157.654,157.649,153.785,152.825
2024-05-01 13:45:00,USD,Final Manufacturing PMI,50.0,49.9,157.571,157.564,157.592,153.28,152.89
2024-05-01 14:00:00,USD,ISM Manufacturing PMI,49.2,50.3,157.643,157.439,157.444,153.333,152.901
2024-05-01 14:30:00,USD,Crude Oil Inventories,7.3M,-6.4M,157.451,157.394,157.488,153.223,152.954
2024-05-01 18:00:00,USD,Federal Funds Rate,5.50%,5.50%,155.187,154.645,154.927,153.643,0.0
2024-05-01 23:50:00,JPY,Monetary Base y/y,2.1%,1.6%,155.994,155.99,155.914,152.973,0.0
2024-05-02 04:59:00,JPY,Consumer Confidence,38.3,39.5,155.233,155.146,155.031,153.19,0.0
2024-05-02 11:30:00,USD,Challenger Job Cuts y/y,-3.3%,0.7%,153.808,153.736,153.654,152.882,0.0
2024-05-02 14:00:00,USD,Factory Orders m/m,1.6%,1.2%,153.365,153.333,153.307,152.901,0.0
2024-05-02 14:30:00,USD,Natural Gas Storage,59B,92B,153.327,153.223,153.225,152.954,0.0
2024-05-03 12:30:00,USD,Average Hourly Earnings m/m,0.2%,0.3%,152.804,152.761,152.782,0.0,0.0
2024-05-03 13:45:00,USD,Final Services PMI,51.3,50.9,152.888,152.89,152.858,0.0,0.0
2024-05-03 14:00:00,USD,ISM Services PMI,49.4,51.4,152.868,152.901,152.934,0.0,0.0
2024-05-07 14:06:00,USD,RCM/TIPP Economic Optimism,41.8,43.2,154.684,154.683,154.669,155.571,155.526
2024-05-07 19:00:00,USD,Consumer Credit m/m,6.3B,15.0B,154.724,154.816,154.757,155.586,155.37
2024-05-08 03:35:00,JPY,10-y Bond Auction,0.86|3.2,0.75|3.8,155.224,155.248,155.247,155.789,155.75
2024-05-08 14:00:00,USD,Final Wholesale Inventories m/m,-0.4%,-0.4%,155.558,155.562,155.566,155.564,155.842
2024-05-08 14:30:00,USD,Crude Oil Inventories,-1.4M,7.3M,155.571,155.584,155.611,155.542,155.865
2024-05-08 17:01:00,USD,10-y Bond Auction,4.48|2.5,4.56|2.3,155.582,155.445,155.478,0.0,0.0
2024-05-08 23:30:00,JPY,Average Cash Earnings y/y,0.6%,1.4%,155.575,155.574,155.565,155.713,0.0
2024-05-09 05:00:00,JPY,Leading Indicators,111.4%,112.1%,155.823,155.85,155.861,155.711,0.0
2024-05-09 12:30:00,USD,Unemployment Claims,231K,209K,155.62,155.647,155.668,155.823,0.0
2024-05-09 14:30:00,USD,Natural Gas Storage,79B,59B,155.528,155.542,155.541,155.865,0.0
2024-05-09 17:01:00,USD,30-y Bond Auction,4.64|2.4,4.67|2.4,155.46,0.0,155.438,0.0,0.0
2024-05-09 23:30:00,JPY,Household Spending y/y,-1.2%,-0.5%,155.708,155.713,155.698,0.0,0.0
2024-05-09 23:50:00,JPY,Bank Lending y/y,3.1%,3.2%,155.697,155.716,155.733,0.0,0.0
2024-05-10 03:35:00,JPY,30-y Bond Auction,1.99|3.2,1.81|3.5,155.741,155.75,155.758,0.0,0.0
2024-05-10 05:00:00,JPY,Economy Watchers Sentiment,47.4,49.8,155.72,155.711,155.691,0.0,0.0
2024-05-10 14:00:00,USD,Prelim UoM Consumer Sentiment,67.4,77.2,155.84,155.842,155.864,0.0,0.0
2024-05-10 18:00:00,USD,Federal Budget Balance,209.5B,-236.5B,0.0,0.0,0.0,0.0,155.733
2024-05-12 23:50:00,JPY,M2 Money Stock y/y,2.2%,2.5%,155.758,155.749,155.748,156.431,156.415
2024-05-13 13:45:00,USD,Cleveland Fed Inflation Expectations,3.8%,3.4%,156.244,156.246,156.239,156.477,154.79
2024-05-13 23:50:00,JPY,PPI y/y,0.9%,0.9%,156.397,156.431,156.431,156.415,154.043
2024-05-14 05:58:00,JPY,Prelim Machine Tool Orders y/y,-11.6%,-3.8%,156.354,156.354,156.384,155.841,154.692
2024-05-14 10:00:00,USD,NFIB Small Business Index,89.7,88.5,156.36,156.386,156.376,155.71,155.47
2024-05-15 14:00:00,USD,Business Inventories m/m,-0.1%,0.3%,154.758,154.765,154.813,155.244,155.658
2024-05-15 20:00:00,USD,TIC Long-Term Purchases,100.5B,62.9B,154.249,154.387,154.432,155.38,0.0
2024-05-15 23:50:00,JPY,Prelim GDP q/q,-0.5%,0.1%,154.027,154.043,154.032,155.871,0.0
2024-05-16 04:30:00,JPY,Revised Industrial Production m/m,4.4%,3.8%,154.735,154.747,154.669,155.89,0.0
2024-05-16 12:30:00,USD,Unemployment Claims,222K,232K,155.298,155.329,155.32,155.567,0.0
2024-05-16 13:15:00,USD,Industrial Production m/m,0.0%,0.1%,155.237,155.215,155.253,155.623,0.0
2024-05-16 14:23:00,USD,Mortgage Delinquencies,3.94%,3.88%,155.296,155.275,155.286,155.645,0.0
2024-05-16 14:30:00,USD,Natural Gas Storage,70B,79B,155.284,155.283,155.295,155.646,0.0
2024-05-17 14:00:00,USD,CB Leading Index m/m,-0.6%,-0.3%,155.667,155.658,155.636,0.0,0.0
2024-05-20 04:30:00,JPY,Tertiary Industry Activity m/m,-2.4%,2.2%,155.74,155.729,155.729,156.207,156.458
2024-05-21 23:50:00,JPY,Core Machinery Orders m/m,2.9%,7.7%,156.302,156.314,156.304,156.733,157.069
2024-05-22 14:00:00,USD,Existing Home Sales,4.14M,4.22M,156.499,156.516,156.571,156.952,156.943
2024-05-22 14:30:00,USD,Crude Oil Inventories,1.8M,-2.5M,156.593,156.608,156.573,156.835,156.921
2024-05-23 00:30:00,JPY,Flash Manufacturing PMI,50.5,49.6,156.741,156.73,156.729,157.085,0.0
2024-05-23 13:45:00,USD,Flash Manufacturing PMI,50.9,50.0,156.97,156.981,156.962,156.906,0.0
2024-05-23 14:30:00,USD,Natural Gas Storage,78B,70B,156.853,156.835,156.867,156.921,0.0
2024-05-23 23:30:00,JPY,National Core CPI y/y,2.2%,2.6%,157.082,157.09,157.058,0.0,0.0
2024-05-24 14:00:00,USD,Revised UoM Consumer Sentiment,69.1,67.4,156.936,156.943,156.919,0.0,0.0
2024-05-27 23:50:00,JPY,SPPI y/y,2.8%,2.4%,156.663,156.668,156.664,157.301,157.401
2024-05-28 05:00:00,JPY,BOJ Core CPI y/y,1.8%,2.2%,156.885,156.884,156.948,157.098,156.921
2024-05-28 13:00:00,USD,S&P/CS Composite-20 HPI y/y,7.4%,7.3%,156.968,156.965,157.006,157.664,156.68
2024-05-28 14:00:00,USD,CB Consumer Confidence,102.0,97.5,157.093,157.093,157.092,157.638,156.752
2024-05-29 04:59:00,JPY,Consumer Confidence,36.2,38.3,157.091,157.099,157.119,156.944,157.296
2024-05-29 13:59:00,USD,Richmond Manufacturing Index,0,-7,157.646,157.634,157.634,156.749,157.218
2024-05-30 14:00:00,USD,Pending Home Sales m/m,-7.7%,3.6%,156.717,156.752,156.773,157.21,0.0
2024-05-30 14:30:00,USD,Natural Gas Storage,84B,78B,156.803,156.791,156.795,157.18,0.0
2024-05-30 15:00:00,USD,Crude Oil Inventories,-4.2M,1.8M,156.814,156.83,156.833,157.269,0.0
2024-05-30 23:30:00,JPY,Tokyo Core CPI y/y,1.9%,1.6%,156.752,156.81,156.776,0.0,0.0
2024-05-30 23:50:00,JPY,Prelim Industrial Production m/m,-0.1%,4.4%,156.833,156.834,156.807,0.0,0.0
2024-05-31 05:00:00,JPY,Housing Starts y/y,13.9%,-12.8%,157.262,157.344,157.311,0.0,0.0
2024-05-31 13:45:00,USD,Chicago PMI,35.4,37.9,157.201,157.211,157.201,0.0,0.0
2024-06-02 23:50:00,JPY,Capital Spending q/y,6.8%,16.4%,157.251,157.33,157.424,156.371,155.427
2024-06-03 00:30:00,JPY,Final Manufacturing PMI,50.4,50.5,157.402,157.4,157.424,156.32,155.534
2024-06-03 13:45:00,USD,Final Manufacturing PMI,51.3,50.9,156.102,156.1,156.128,154.57,156.11
2024-06-03 14:00:00,USD,ISM Manufacturing PMI,48.7,49.2,156.152,156.186,156.242,154.595,156.101
2024-06-03 23:50:00,JPY,Monetary Base y/y,0.9%,2.1%,156.374,156.371,156.374,155.427,155.573
2024-06-04 03:35:00,JPY,10-y Bond Auction,1.05|3.7,0.86|3.2,155.718,155.683,155.672,155.979,156.169
2024-06-04 14:00:00,USD,JOLTS Job Openings,8.06M,8.36M,154.59,154.595,154.624,156.101,155.764
2024-06-04 14:02:00,USD,RCM/TIPP Economic Optimism,40.5,41.8,154.616,154.621,154.618,156.099,155.737
2024-06-04 23:30:00,JPY,Average Cash Earnings y/y,2.1%,1.0%,155.415,155.403,155.417,155.552,155.786
2024-06-05 12:15:00,USD,ADP Non-Farm Employment Change,152K,188K,156.212,156.188,156.195,156.009,156.596
2024-06-05 14:00:00,USD,ISM Services PMI,53.8,49.4,156.1,156.101,156.101,155.764,156.576
2024-06-06 03:35:00,JPY,30-y Bond Auction,2.16|3.6,1.99|3.2,156.158,156.169,156.171,155.202,0.0
2024-06-06 11:30:00,USD,Challenger Job Cuts y/y,-20.3%,-3.3%,156.053,155.977,156.043,156.588,0.0
2024-06-06 14:30:00,USD,Natural Gas Storage,98B,84B,155.736,155.71,155.662,156.646,0.0
2024-06-06 23:30:00,JPY,Household Spending y/y,0.5%,-1.2%,155.799,155.786,155.785,0.0,0.0
2024-06-07 05:00:00,JPY,Leading Indicators,111.6%,112.2%,155.348,155.354,155.38,0.0,0.0
2024-06-07 14:00:00,USD,Final Wholesale Inventories m/m,0.1%,0.2%,156.599,156.576,156.576,0.0,0.0
2024-06-07 19:00:00,USD,Consumer Credit m/m,6.4B,-1.1B,0.0,0.0,0.0,0.0,156.885
2024-06-09 23:50:00,JPY,Bank Lending y/y,3.0%,3.1%,157.161,157.188,157.153,157.23,157.182
2024-06-10 05:00:00,JPY,Economy Watchers Sentiment,45.7,47.4,156.915,156.959,156.882,157.165,157.312
2024-06-10 23:50:00,JPY,M2 Money Stock y/y,1.9%,2.2%,157.236,157.23,157.227,157.182,157.044
2024-06-11 05:58:00,JPY,Prelim Machine Tool Orders y/y,4.2%,-8.9%,157.216,157.243,157.216,157.32,157.183
2024-06-11 10:00:00,USD,NFIB Small Business Index,90.5,89.7,157.141,157.128,157.155,155.839,157.153
2024-06-11 17:01:00,USD,10-y Bond Auction,4.44|2.7,4.48|2.5,157.12,157.027,157.093,156.668,0.0
2024-06-11 23:50:00,JPY,PPI y/y,2.4%,1.1%,157.192,157.182,157.183,157.044,157.818
2024-06-12 12:30:00,USD,Core CPI m/m,0.2%,0.3%,155.776,155.765,155.754,156.755,157.31
2024-06-12 14:30:00,USD,Crude Oil Inventories,3.7M,1.2M,156.272,156.164,156.394,156.935,157.306
2024-06-12 18:00:00,USD,Federal Funds Rate,5.50%,5.50%,156.602,156.65,156.607,157.022,0.0
2024-06-12 23:50:00,JPY,BSI Manufacturing Index,-1.0,-6.7,157.008,157.044,157.006,157.818,0.0
2024-06-13 12:30:00,USD,Core PPI m/m,0.0%,0.5%,156.756,156.755,156.813,157.31,0.0
2024-06-13 14:30:00,USD,Natural Gas Storage,74B,98B,156.929,156.935,156.918,157.306,0.0
2024-06-13 17:01:00,USD,30-y Bond Auction,4.40|2.5,4.64|2.4,157.035,0.0,156.968,0.0,0.0
2024-06-14 03:23:00,JPY,BOJ Policy Rate,<0.10%,<0.10%,157.929,157.959,158.0,0.0,0.0
2024-06-14 04:29:00,JPY,Revised Industrial Production m/m,-0.9%,-0.1%,157.607,157.63,157.685,0.0,0.0
2024-06-14 04:30:00,JPY,Tertiary Industry Activity m/m,1.9%,-2.3%,157.627,157.652,157.661,0.0,0.0
2024-06-14 14:00:00,USD,Prelim UoM Consumer Sentiment,65.6,69.1,157.323,157.304,157.316,0.0,0.0
2024-06-16 23:50:00,JPY,Core Machinery Orders m/m,-2.9%,2.9%,157.449,157.386,157.344,157.618,157.857
2024-06-18 12:30:00,USD,Core Retail Sales m/m,-0.1%,-0.1%,157.744,157.752,157.754,157.895,158.787
2024-06-18 13:15:00,USD,Industrial Production m/m,0.9%,0.0%,157.773,157.768,157.766,157.922,158.886
2024-06-18 14:00:00,USD,Business Inventories m/m,0.3%,-0.1%,157.858,157.862,157.827,157.942,158.885
2024-06-18 20:00:00,USD,TIC Long-Term Purchases,123.1B,102.6B,157.825,157.884,157.863,157.968,158.959
2024-06-19 14:00:00,USD,NAHB Housing Market Index,43,45,157.952,157.942,157.941,158.885,159.576
2024-06-20 15:00:00,USD,Crude Oil Inventories,-2.5M,3.7M,158.795,158.815,158.854,159.542,0.0
2024-06-20 23:30:00,JPY,National Core CPI y/y,2.5%,2.2%,158.933,158.93,158.932,0.0,0.0
2024-06-21 00:30:00,JPY,Flash Manufacturing PMI,50.1,50.4,158.893,158.895,158.893,0.0,0.0
2024-06-21 13:45:00,USD,Flash Manufacturing PMI,51.7,51.3,159.536,159.549,159.581,0.0,0.0
2024-06-21 14:00:00,USD,Existing Home Sales,4.11M,4.14M,159.588,159.576,159.538,0.0,0.0
2024-06-21 14:30:00,USD,Natural Gas Storage,71B,74B,159.586,159.593,159.591,0.0,0.0
2024-06-24 23:50:00,JPY,SPPI y/y,2.5%,2.7%,159.45,159.453,159.462,159.821,160.428
2024-06-25 05:00:00,JPY,BOJ Core CPI y/y,2.1%,1.8%,159.457,159.485,159.481,159.957,160.561
2024-06-25 13:00:00,USD,S&P/CS Composite-20 HPI y/y,7.2%,7.5%,159.724,159.739,159.693,160.643,160.701
2024-06-25 13:59:00,USD,Richmond Manufacturing Index,-10,0,159.69,159.73,159.705,160.634,160.725
2024-06-25 14:00:00,USD,CB Consumer Confidence,100.4,101.3,159.69,159.723,159.708,160.647,160.724
2024-06-26 14:00:00,USD,New Home Sales,619K,698K,160.671,160.647,160.658,160.724,160.8
2024-06-26 14:30:00,USD,Crude Oil Inventories,3.6M,-2.5M,160.723,160.726,160.722,160.763,160.713
2024-06-26 23:50:00,JPY,Retail Sales y/y,3.0%,2.0%,160.413,160.428,160.426,160.946,0.0
2024-06-27 12:30:00,USD,Final GDP q/q,1.4%,1.3%,160.7,160.712,160.713,160.829,0.0
2024-06-27 14:00:00,USD,Pending Home Sales m/m,-2.1%,-7.7%,160.71,160.724,160.716,160.8,0.0
2024-06-27 14:30:00,USD,Natural Gas Storage,52B,71B,160.754,160.763,160.751,160.713,0.0
2024-06-27 23:30:00,JPY,Tokyo Core CPI y/y,2.1%,1.9%,160.923,160.973,160.982,0.0,0.0
2024-06-27 23:50:00,JPY,Prelim Industrial Production m/m,2.8%,-0.9%,160.929,160.946,160.99,0.0,0.0
2024-06-28 05:00:00,JPY,Housing Starts y/y,-5.3%,13.9%,160.904,160.914,160.863,0.0,0.0
2024-06-28 13:45:00,USD,Chicago PMI,47.4,35.4,160.899,160.843,160.833,0.0,0.0
2024-06-28 14:00:00,USD,Revised UoM Consumer Sentiment,68.2,65.6,160.831,160.8,160.781,0.0,0.0
2024-06-30 23:50:00,JPY,Tankan Manufacturing Index,13,11,161.064,161.026,161.026,161.662,161.643
2024-07-01 00:30:00,JPY,Final Manufacturing PMI,50.0,50.1,161.039,161.036,161.053,161.636,161.647
2024-07-01 05:00:00,JPY,Consumer Confidence,36.4,36.2,160.997,161.008,160.994,161.611,161.851
2024-07-01 13:45:00,USD,Final Manufacturing PMI,51.6,51.7,161.467,161.46,161.482,161.557,161.556
2024-07-01 14:00:00,USD,ISM Manufacturing PMI,48.5,48.7,161.499,161.494,161.524,161.527,161.469
2024-07-01 23:50:00,JPY,Monetary Base y/y,0.6%,0.9%,161.649,161.662,161.675,161.643,161.535
2024-07-02 03:35:00,JPY,10-y Bond Auction,1.09|3.2,1.05|3.7,161.68,161.649,161.641,161.871,161.403
2024-07-02 14:00:00,USD,JOLTS Job Openings,8.14M,7.92M,161.519,161.527,161.517,161.469,161.169
2024-07-02 14:40:00,USD,RCM/TIPP Economic Optimism,44.2,40.5,161.468,161.482,161.473,161.645,161.245
2024-07-03 12:15:00,USD,ADP Non-Farm Employment Change,150K,157K,161.435,161.441,161.414,161.126,160.819
2024-07-03 13:45:00,USD,Final Services PMI,55.3,55.1,161.534,161.556,161.55,161.125,160.821
2024-07-03 14:00:00,USD,ISM Services PMI,48.8,53.8,161.535,161.469,161.532,161.169,160.836
2024-07-03 14:30:00,USD,Crude Oil Inventories,-12.2M,3.6M,161.643,161.638,161.628,161.244,160.745
2024-07-03 16:00:00,USD,Natural Gas Storage,32B,52B,161.708,161.717,161.713,161.246,160.771
2024-07-04 03:35:00,JPY,30-y Bond Auction,2.19|3.0,2.16|3.6,161.427,161.403,161.376,160.781,0.0
2024-07-04 23:30:00,JPY,Household Spending y/y,-1.8%,0.5%,160.608,160.605,160.615,0.0,0.0
2024-07-05 05:00:00,JPY,Leading Indicators,111.1%,110.9%,160.721,160.746,160.725,0.0,0.0
2024-07-07 23:30:00,JPY,Average Cash Earnings y/y,1.9%,1.6%,160.407,160.405,160.415,161.03,161.475
2024-07-07 23:50:00,JPY,Bank Lending y/y,3.2%,2.9%,160.529,160.527,160.46,161.092,161.427
2024-07-08 05:00:00,JPY,Economy Watchers Sentiment,47.0,45.7,161.061,161.091,161.046,161.061,161.521
2024-07-08 19:00:00,USD,Consumer Credit m/m,11.4B,6.5B,160.79,160.795,160.777,161.34,161.581
2024-07-08 23:50:00,JPY,M2 Money Stock y/y,1.5%,1.9%,161.039,161.092,161.078,161.427,161.671
2024-07-09 05:58:00,JPY,Prelim Machine Tool Orders y/y,9.7%,4.2%,161.005,161.032,161.016,161.574,161.547
2024-07-09 10:00:00,USD,NFIB Small Business Index,91.5,90.5,161.003,161.024,161.259,161.613,158.548
2024-07-09 23:50:00,JPY,PPI y/y,2.9%,2.6%,161.415,161.427,161.431,161.671,159.2
2024-07-10 14:30:00,USD,Crude Oil Inventories,-3.4M,-12.2M,161.792,161.786,161.776,158.848,157.925
2024-07-10 17:01:00,USD,10-y Bond Auction,4.28|2.6,4.44|2.7,161.721,161.603,161.608,0.0,0.0
2024-07-10 23:50:00,JPY,Core Machinery Orders m/m,-3.2%,-2.9%,161.667,161.671,161.662,159.2,0.0
2024-07-11 12:30:00,USD,Core CPI m/m,0.1%,0.2%,158.544,158.575,158.541,157.968,0.0
2024-07-11 14:30:00,USD,Natural Gas Storage,65B,32B,158.846,158.848,158.826,157.925,0.0
2024-07-11 17:01:00,USD,30-y Bond Auction,4.41|2.3,4.40|2.5,158.902,0.0,158.85,0.0,0.0
2024-07-11 18:00:00,USD,Federal Budget Balance,-66.0B,-347.1B,158.924,158.942,159.129,0.0,0.0
2024-07-12 04:30:00,JPY,Revised Industrial Production m/m,3.6%,2.8%,159.151,159.162,159.138,0.0,0.0
2024-07-12 14:00:00,USD,Prelim UoM Consumer Sentiment,66.0,68.2,157.972,157.972,157.937,0.0,0.0
2024-07-16 04:30:00,JPY,Tertiary Industry Activity m/m,-0.4%,2.2%,158.572,158.578,158.567,156.74,156.346
2024-07-16 14:00:00,USD,Business Inventories m/m,0.5%,0.3%,158.458,158.473,158.452,156.46,157.178
2024-07-17 13:15:00,USD,Industrial Production m/m,0.6%,0.9%,156.309,156.25,156.237,157.168,157.402
2024-07-17 14:30:00,USD,Crude Oil Inventories,-4.9M,-3.4M,156.201,156.18,156.214,157.218,157.45
2024-07-17 23:50:00,JPY,Trade Balance,-0.82T,-0.64T,156.474,156.534,156.459,157.378,0.0
2024-07-18 12:30:00,USD,Unemployment Claims,243K,223K,156.901,156.959,156.949,157.354,0.0
2024-07-18 14:00:00,USD,CB Leading Index m/m,-0.2%,-0.4%,157.189,157.178,157.187,157.42,0.0
2024-07-18 14:30:00,USD,Natural Gas Storage,10B,65B,157.192,157.218,157.234,157.45,0.0
2024-07-18 20:00:00,USD,TIC Long-Term Purchases,-54.6B,123.3B,157.122,157.172,157.124,0.0,0.0
2024-07-18 23:30:00,JPY,National Core CPI y/y,2.6%,2.5%,157.393,157.389,157.364,0.0,0.0
2024-07-23 05:00:00,JPY,BOJ Core CPI y/y,2.1%,2.1%,155.953,156.048,156.047,154.835,152.657
2024-07-23 13:59:00,USD,Richmond Manufacturing Index,-17,-10,155.65,155.69,155.712,153.825,154.033
2024-07-24 00:30:00,JPY,Flash Manufacturing PMI,49.2,50.0,154.882,154.809,154.813,152.492,153.734
2024-07-24 14:00:00,USD,New Home Sales,617K,621K,153.811,153.82,153.857,154.033,153.74
2024-07-24 23:50:00,JPY,SPPI y/y,3.0%,2.7%,152.385,152.426,152.428,153.825,0.0
2024-07-25 12:30:00,USD,Advance GDP q/q,2.8%,1.4%,154.175,154.185,154.241,153.82,0.0
2024-07-25 14:30:00,USD,Natural Gas Storage,22B,10B,153.911,153.906,153.882,153.773,0.0
2024-07-25 23:30:00,JPY,Tokyo Core CPI y/y,2.2%,2.1%,153.801,153.849,153.813,0.0,0.0
2024-07-26 12:30:00,USD,Core PCE Price Index m/m,0.2%,0.1%,153.81,153.82,153.778,0.0,0.0
2024-07-26 14:00:00,USD,Revised UoM Consumer Sentiment,66.4,66.0,153.705,153.74,153.751,0.0,0.0
2024-07-29 23:30:00,JPY,Unemployment Rate,2.5%,2.6%,154.059,154.102,154.123,152.751,149.597
2024-07-30 13:00:00,USD,S&P/CS Composite-20 HPI y/y,6.8%,7.3%,153.257,153.163,153.317,150.569,149.932
2024-07-30 14:00:00,USD,CB Consumer Confidence,100.3,97.8,153.186,153.213,153.286,151.182,149.704
2024-07-30 23:50:00,JPY,Prelim Industrial Production m/m,-3.6%,3.6%,152.269,152.391,152.608,149.482,149.462
2024-07-31 04:59:00,JPY,Consumer Confidence,36.7,36.4,150.731,150.922,150.75,149.69,149.071
2024-07-31 05:00:00,JPY,Housing Starts y/y,-6.7%,-5.3%,150.792,150.856,150.849,149.611,149.056
2024-07-31 12:15:00,USD,ADP Non-Farm Employment Change,122K,155K,150.489,150.512,150.571,150.063,147.043
2024-07-31 13:45:00,USD,Chicago PMI,45.3,47.4,150.8,150.849,150.87,149.707,146.821
2024-07-31 14:00:00,USD,Pending Home Sales m/m,4.8%,-1.9%,150.894,151.182,151.124,149.704,146.806
2024-07-31 14:30:00,USD,Crude Oil Inventories,-3.4M,-3.7M,150.918,150.848,150.662,149.636,146.773
2024-07-31 18:00:00,USD,Federal Funds Rate,5.50%,5.50%,149.891,149.928,149.933,149.273,0.0
2024-08-01 00:30:00,JPY,Final Manufacturing PMI,49.1,49.2,149.471,149.405,149.416,149.404,0.0
2024-08-01 12:30:00,USD,Unemployment Claims,249K,235K,149.828,149.839,149.746,147.054,0.0
2024-08-01 13:45:00,USD,Final Manufacturing PMI,49.6,49.5,149.668,149.707,149.673,146.821,0.0
2024-08-01 14:00:00,USD,ISM Manufacturing PMI,46.8,48.5,149.793,149.704,149.724,146.806,0.0
2024-08-01 14:30:00,USD,Natural Gas Storage,18B,22B,149.649,149.636,149.632,146.773,0.0
2024-08-01 23:50:00,JPY,Monetary Base y/y,1.0%,0.6%,149.46,149.462,149.451,0.0,0.0
2024-08-02 12:30:00,USD,Average Hourly Earnings m/m,0.2%,0.3%,147.034,147.054,147.033,0.0,0.0
2024-08-02 14:00:00,USD,Factory Orders m/m,-3.3%,-0.5%,146.841,146.806,146.855,0.0,0.0
2024-08-05 13:45:00,USD,Final Services PMI,55.0,56.0,0.0,0.0,0.0,145.232,147.231
2024-08-05 14:00:00,USD,ISM Services PMI,51.4,48.8,0.0,143.979,144.1,145.311,146.992
2024-08-05 23:30:00,JPY,Average Cash Earnings y/y,4.5%,2.0%,145.511,145.737,145.756,147.047,146.539
2024-08-06 03:35:00,JPY,10-y Bond Auction,0.93|3.0,1.09|3.2,145.858,145.647,145.604,146.404,145.796
2024-08-06 14:05:00,USD,RCM/TIPP Economic Optimism,44.5,44.2,145.311,145.217,145.182,146.905,147.377
2024-08-07 05:00:00,JPY,Leading Indicators,108.6%,111.2%,147.09,147.152,147.169,146.212,147.244
2024-08-07 14:30:00,USD,Crude Oil Inventories,-3.7M,-3.4M,146.911,146.968,146.933,147.322,146.677
2024-08-07 17:01:00,USD,10-y Bond Auction,3.96|2.3,4.28|2.6,146.75,0.0,146.644,0.0,0.0
2024-08-07 19:00:00,USD,Consumer Credit m/m,8.9B,13.9B,146.543,146.512,146.509,147.25,0.0
2024-08-07 23:50:00,JPY,Bank Lending y/y,3.2%,3.2%,146.635,146.711,146.498,147.219,0.0
2024-08-08 03:35:00,JPY,30-y Bond Auction,2.23|3.5,2.19|3.0,145.825,145.796,145.838,147.19,0.0
2024-08-08 05:00:00,JPY,Economy Watchers Sentiment,47.5,47.0,146.126,146.212,146.19,147.244,0.0
2024-08-08 12:30:00,USD,Unemployment Claims,233K,250K,147.223,147.195,147.156,146.589,0.0
2024-08-08 14:00:00,USD,Final Wholesale Inventories m/m,0.2%,0.2%,147.346,147.32,147.377,146.704,0.0
2024-08-08 14:30:00,USD,Natural Gas Storage,21B,18B,147.387,147.322,147.267,146.677,0.0
2024-08-08 17:01:00,USD,30-y Bond Auction,4.31|2.3,4.41|2.3,147.259,0.0,147.145,0.0,0.0
2024-08-08 23:50:00,JPY,M2 Money Stock y/y,1.4%,1.5%,147.151,147.219,147.178,0.0,0.0
2024-08-12 13:56:00,USD,Cleveland Fed Inflation Expectations,3.4%,3.8%,147.122,147.183,147.171,146.892,147.239
2024-08-12 18:00:00,USD,Federal Budget Balance,-243.7B,-66.0B,147.185,147.181,147.216,146.835,147.247
2024-08-12 23:50:00,JPY,PPI y/y,3.0%,2.9%,147.449,147.433,147.477,146.893,147.367
2024-08-13 05:58:00,JPY,Prelim Machine Tool Orders y/y,8.4%,9.7%,147.833,147.906,147.875,147.097,147.384
2024-08-13 09:55:00,USD,NFIB Small Business Index,93.7,91.5,147.162,147.062,147.082,147.017,149.101
2024-08-13 12:30:00,USD,Core PPI m/m,0.0%,0.3%,146.916,146.924,146.876,146.876,148.937
2024-08-14 12:30:00,USD,Core CPI m/m,0.2%,0.1%,146.827,146.876,146.859,148.937,148.07
2024-08-14 14:30:00,USD,Crude Oil Inventories,1.4M,-3.7M,147.198,147.245,147.217,149.005,147.743
2024-08-14 23:50:00,JPY,Prelim GDP Price Index y/y,3.0%,3.4%,147.352,147.367,147.407,148.926,0.0
2024-08-15 04:30:00,JPY,Revised Industrial Production m/m,-4.2%,-3.6%,147.297,147.373,147.31,148.745,0.0
2024-08-15 13:15:00,USD,Capacity Utilization Rate,77.8%,78.4%,148.985,149.009,149.022,147.853,0.0
2024-08-15 14:00:00,USD,Business Inventories m/m,0.3%,0.5%,149.1,149.059,149.029,147.72,0.0
2024-08-15 14:23:00,USD,Mortgage Delinquencies,3.97%,3.94%,149.028,149.013,148.991,147.792,0.0
2024-08-15 20:00:00,USD,TIC Long-Term Purchases,96.1B,-54.1B,149.203,149.229,149.122,0.0,0.0
2024-08-16 04:30:00,JPY,Tertiary Industry Activity m/m,-1.3%,0.6%,148.797,148.745,148.698,0.0,0.0
2024-08-16 14:00:00,USD,Prelim UoM Consumer Sentiment,67.8,66.4,147.725,147.72,147.753,0.0,0.0
2024-08-18 23:50:00,JPY,Core Machinery Orders m/m,2.1%,-3.2%,146.489,146.45,146.333,147.01,145.46
2024-08-19 14:00:00,USD,CB Leading Index m/m,-0.6%,-0.2%,146.541,146.537,146.513,145.49,144.881
2024-08-20 23:50:00,JPY,Trade Balance,-0.76T,-0.82T,145.541,145.46,145.478,145.259,145.691
